"ISO3","Country","Year","Survey","Indicator","Admin","Region_Name","Mean","Median","Lower_CI","Upper_CI","Width_90_CI","Coefficient_of_Variation"
"MLI","Mali",2018,"ML2018DHS","RH_ANCN_W_N4P",2,"Kayes_Diema",0.31,0.3087,0.2243,0.3961,0.1718,0.1716
"MLI","Mali",2018,"ML2018DHS","RH_ANCN_W_N4P",2,"Kayes_Kayes",0.4361,0.436,0.3326,0.5393,0.2068,0.1481
"MLI","Mali",2018,"ML2018DHS","RH_ANCN_W_N4P",2,"Kayes_Kenieba",0.3293,0.3293,0.2488,0.4089,0.1601,0.1508
"MLI","Mali",2018,"ML2018DHS","RH_ANCN_W_N4P",2,"Kayes_Kita",0.4489,0.4493,0.3459,0.5519,0.2059,0.1403
"MLI","Mali",2018,"ML2018DHS","RH_ANCN_W_N4P",2,"Kayes_Nioro",0.4657,0.4659,0.3781,0.5564,0.1782,0.116
"MLI","Mali",2018,"ML2018DHS","RH_ANCN_W_N4P",2,"Kayes_Yelimane",0.4503,0.4496,0.3667,0.5402,0.1735,0.1176
"MLI","Mali",2018,"ML2018DHS","RH_ANCN_W_N4P",2,"Kidal_Abeibara",0.2661,0.2445,0.1031,0.4996,0.3965,0.4866
"MLI","Mali",2018,"ML2018DHS","RH_ANCN_W_N4P",2,"Kidal_Kidal",0.2508,0.2481,0.1531,0.365,0.212,0.2587
"MLI","Mali",2018,"ML2018DHS","RH_ANCN_W_N4P",2,"Kidal_Tessalit",0.2753,0.261,0.1054,0.494,0.3886,0.466
"MLI","Mali",2018,"ML2018DHS","RH_ANCN_W_N4P",2,"Kidal_Tin-Essako",0.2637,0.247,0.1032,0.4892,0.386,0.4766
"MLI","Mali",2018,"ML2018DHS","RH_ANCN_W_N4P",2,"Koulikouro_Banamba",0.4244,0.4221,0.3091,0.5393,0.2302,0.1675
"MLI","Mali",2018,"ML2018DHS","RH_ANCN_W_N4P",2,"Koulikouro_Dioila",0.4749,0.4739,0.4113,0.537,0.1257,0.07987
"MLI","Mali",2018,"ML2018DHS","RH_ANCN_W_N4P",2,"Koulikouro_Kangaba",0.5722,0.5734,0.5029,0.6373,0.1344,0.09521
"MLI","Mali",2018,"ML2018DHS","RH_ANCN_W_N4P",2,"Koulikouro_Kati",0.5502,0.55,0.4733,0.6256,0.1523,0.1034
"MLI","Mali",2018,"ML2018DHS","RH_ANCN_W_N4P",2,"Koulikouro_Kolokani",0.3581,0.3587,0.249,0.4687,0.2197,0.1855
"MLI","Mali",2018,"ML2018DHS","RH_ANCN_W_N4P",2,"Koulikouro_Koulikoro",0.5365,0.5366,0.4359,0.6357,0.1998,0.1275
"MLI","Mali",2018,"ML2018DHS","RH_ANCN_W_N4P",2,"Koulikouro_Nara",0.2952,0.2905,0.1922,0.4131,0.2209,0.2304
"MLI","Mali",2018,"ML2018DHS","RH_ANCN_W_N4P",2,"Mopti_Bandiagara",0.2799,0.2745,0.189,0.3851,0.1962,0.2194
"MLI","Mali",2018,"ML2018DHS","RH_ANCN_W_N4P",2,"Mopti_Bankass",0.2933,0.2865,0.1842,0.4216,0.2374,0.2566
"MLI","Mali",2018,"ML2018DHS","RH_ANCN_W_N4P",2,"Mopti_Djenne",0.4129,0.4132,0.3687,0.4555,0.08682,0.06603
"MLI","Mali",2018,"ML2018DHS","RH_ANCN_W_N4P",2,"Mopti_Douentza",0.3253,0.3184,0.1844,0.4796,0.2952,0.2882
"MLI","Mali",2018,"ML2018DHS","RH_ANCN_W_N4P",2,"Mopti_Koro",0.1944,0.1849,0.121,0.288,0.167,0.2793
"MLI","Mali",2018,"ML2018DHS","RH_ANCN_W_N4P",2,"Mopti_Mopti",0.4269,0.4254,0.3549,0.5034,0.1486,0.1059
"MLI","Mali",2018,"ML2018DHS","RH_ANCN_W_N4P",2,"Mopti_Tenenkou",0.3552,0.3473,0.1908,0.5332,0.3423,0.3046
"MLI","Mali",2018,"ML2018DHS","RH_ANCN_W_N4P",2,"Mopti_Youwarou",0.3547,0.3447,0.1979,0.5395,0.3416,0.3054
"MLI","Mali",2018,"ML2018DHS","RH_ANCN_W_N4P",2,"Segou_Baroueli",0.3043,0.3042,0.2582,0.3534,0.0952,0.09425
